,user_id,item_id,rating,timestamp
31771,312,208,5,891698334
31772,490,124,4,875427629
31774,506,56,4,874873374
31777,402,273,4,876267014
31779,401,153,2,891033466
31784,189,603,5,893265239
31785,290,435,3,880473802
31786,22,175,4,878886682
31791,171,315,4,891034835
31796,399,471,3,882340719
31798,459,120,2,879563392
31799,70,576,2,884065248
31801,405,1422,1,885548632
31803,542,721,2,886533003
31805,485,341,4,891042027
31806,342,194,3,875318858
31807,342,144,5,875319912
31808,523,792,4,883702263
31810,59,61,4,888204597
31814,136,204,4,882848866
31817,335,323,4,891567125
31821,479,304,4,879459692
31822,296,294,1,884196374
31823,117,210,4,881012293
31825,318,842,2,884495742
31827,403,845,4,879786052
31830,194,73,3,879527145
31832,421,87,4,892241736
31833,373,173,5,877098751
31834,426,488,5,879442785
31835,23,203,4,874786746
31836,560,203,4,879975613
31837,152,364,4,884019146
31839,378,572,3,880333995
31840,164,100,5,889401998
31841,542,28,4,886533452
31843,577,229,4,880475094
31845,457,744,3,882393457
31846,234,873,3,891034007
31847,367,672,4,876689991
31850,399,58,3,882344942
31851,237,238,4,879376435
31853,277,50,3,879543652
31854,483,612,3,878953751
31856,1,234,4,876892355
31859,116,358,2,876452094
31861,392,328,3,891037634
31862,340,662,2,884991584
31864,426,204,3,879442128
31866,29,480,4,882821989
31868,479,101,4,879462185
31869,57,109,4,883697293
31870,401,9,3,891032218
31873,131,293,3,883681442
31875,528,193,4,886101873
31877,286,211,4,879781579
31878,517,283,4,892660728
31880,511,895,4,890004863
31881,399,180,3,882345001
31882,50,1008,5,877052805
31886,547,301,3,891282680
31887,234,178,5,892078890
31888,347,508,3,881652629
31892,244,3,5,880602451
31893,378,1400,3,880057088
31894,342,699,4,875319808
31895,538,195,4,877108919
31898,286,179,5,889651822
31900,141,292,1,884584906
31902,531,323,5,887049081
31904,519,1592,5,883250148
31906,507,245,5,889964809
31907,285,100,4,890595636
31914,290,228,4,880473556
31915,116,252,2,876453376
31916,531,289,3,887048862
31922,401,451,2,891033343
31924,161,132,1,891171458
31926,256,36,3,882165269
31929,207,514,4,877878343
31934,405,421,1,885549309
31935,538,956,3,877107914
31936,569,222,3,879794265
31937,3,258,2,889237026
31940,555,168,4,879975419
31941,405,1518,2,885546577
31942,576,280,5,886985003
31943,244,1057,4,880608992
31944,347,258,4,881652077
31945,280,731,3,891702049
31946,534,930,4,877808002
31949,562,56,1,879195156
31951,180,660,5,877372188
31952,215,99,4,891435731
31953,194,624,2,879525695
31954,84,203,3,883453587
31955,59,234,5,888204928
31957,84,597,3,883452200
31958,506,554,3,885135912
31962,540,245,3,882157172
31963,156,187,5,888185778
31965,94,80,2,891723525
31966,314,1014,3,877886317
31967,573,661,4,885844431
31969,405,397,4,885548094
31971,284,345,4,885328728
31972,187,660,5,879465744
31973,481,238,4,885828245
31975,553,427,5,879948508
31978,279,81,4,875732652
31981,157,313,5,886889616
31986,459,225,3,879563777
31988,562,636,2,879195007
31990,534,24,5,877807780
31991,1,105,2,875240739
31992,229,300,2,891632142
31995,211,491,3,879459876
31996,251,742,5,886272486
32003,84,117,4,883450553
32005,357,1277,5,878951918
32007,338,474,4,879438627
32008,139,297,5,879538275
32010,337,250,3,875185219
32011,194,997,3,879553988
32012,243,514,4,879989006
32014,277,1283,2,879543592
32015,1,147,3,875240993
32016,424,427,4,880859346
32018,508,443,4,883777071
32020,441,751,4,891035247
32023,57,871,3,883697536
32024,366,217,5,888857990
32025,459,687,3,879561782
32026,354,98,3,891218312
32027,361,56,4,879440516
32028,115,23,5,881171348
32029,197,245,4,891409352
32030,577,284,4,880470732
32031,469,127,4,879525373
32032,251,275,4,886271675
32035,125,181,5,879454139
32037,558,936,5,879436396
32039,294,1081,3,889242328
32041,307,395,3,877121789
32042,436,179,3,887770015
32046,71,248,3,877319446
32047,557,8,5,881179653
32048,332,123,4,887916653
32052,530,322,4,886203949
32057,14,428,4,879119497
32058,478,98,5,889388862
32059,52,815,4,882922357
32064,564,333,3,888718521
32065,83,25,2,883867729
32066,399,43,3,882348664
32073,495,1119,4,888634784
32074,457,230,4,882392853
32076,253,895,4,891627893
32077,342,1170,3,875319659
32078,234,25,3,892335797
32080,342,326,1,874984002
32082,506,1073,4,874873247
32084,556,520,5,882136441
32085,421,333,4,892241236
32086,509,310,1,883590443
32087,24,173,5,875323474
32088,534,595,4,877807747
32089,378,756,3,880057088
32091,467,276,5,879532460
32092,137,1,3,881433048
32098,354,169,3,891217511
32099,226,182,1,883889322
32100,505,402,5,889333937
32101,424,333,5,880859228
32104,498,1422,3,881961877
32105,401,172,3,891032896
32107,398,229,3,875744031
32109,137,892,3,882809210
32111,405,1442,1,885546835
32113,523,1009,5,883701154
32114,280,729,2,891700963
32115,188,468,4,875073329
32117,517,873,3,892660034
32118,370,107,4,879435244
32120,466,302,5,890284651
32121,479,181,5,879460028
32122,86,683,5,879570974
32123,560,118,3,879976892
32124,294,269,5,877818457
32129,368,672,2,889783453
32133,546,118,5,885141260
32135,519,243,1,883250021
32139,83,111,3,884647519
32143,142,176,5,888640455
32145,369,919,5,889428642
32146,280,174,3,891700588
32148,286,969,5,878142001
32149,168,325,1,884287073
32150,405,504,2,885548579
32151,1,99,3,875072547
32152,28,227,4,881961393
32153,77,127,2,884732927
32154,572,300,4,879449243
32155,264,26,4,886123727
32157,392,172,5,891038401
32159,390,283,4,879694316
32161,94,686,4,891720540
32162,195,143,5,875771441
32163,559,188,5,891034609
32166,575,215,3,878148229
32168,401,365,4,891033497
32170,536,271,3,882317149
32171,501,406,3,883348656
32173,243,736,4,879988520
32177,5,395,2,879198898
32178,483,538,2,886470912
32181,584,114,4,885778238
32182,189,630,4,893266376
32184,560,319,4,879975173
32185,498,98,4,881957681
32186,280,315,5,891700184
32189,108,748,3,879879662
32190,113,237,3,875076246
32191,554,87,4,876550654
32192,430,1240,3,877226470
32196,546,286,2,885139580
32198,218,8,3,881288574
32201,102,436,2,888803051
32203,564,750,3,888718771
32204,332,679,5,887939021
32206,576,825,4,886986304
32208,457,143,5,882548099
32211,398,525,3,875908134
32212,378,203,4,880055239
32213,349,121,2,879465712
32214,278,315,4,891294932
32217,247,300,2,893081411
32219,104,111,1,888465675
32220,288,880,1,886373007
32221,61,300,5,891206407
32222,398,502,3,875717717
32229,508,1,5,883777430
32230,6,530,4,883601203
32236,1,1,5,874965758
32238,405,651,5,885545167
32240,318,26,5,884497471
32242,41,414,4,890687550
32243,405,904,1,885549904
32245,378,126,4,880057018
32246,18,98,5,880129527
32252,15,546,2,879456324
32255,526,346,3,885681860
32256,489,260,3,891366693
32257,148,151,4,877400124
32260,357,273,5,878951457
32262,59,651,5,888204997
32268,557,257,2,880485764
32273,405,606,3,885545070
32277,498,1007,3,881954219
32278,246,198,4,884922196
32283,243,458,4,879987397
32284,361,83,3,879440345
32287,565,179,5,891037778
32288,538,405,3,877109564
32293,587,995,3,892871503
32294,506,490,3,874873529
32295,361,23,5,879441215
32297,485,294,1,891041103
32298,469,654,4,879524177
32299,269,1040,1,891456425
32300,77,641,5,884733621
32301,569,1,4,879793399
32302,408,312,3,889680073
32307,506,28,4,874874308
32312,323,873,3,878738949
32313,269,523,5,891447593
32314,373,214,4,877100326
32316,498,164,3,881961689
32319,94,797,2,891723848
32320,94,391,3,891723644
32321,438,100,4,879868024
32323,14,210,5,879119739
32324,378,1042,3,880056287
32325,546,98,5,885141332
32326,553,131,5,879948655
32327,302,301,4,879436820
32328,380,182,3,885478391
32329,569,3,1,879795551
32330,479,190,4,879461354
32331,314,1519,4,877892181
32332,246,235,3,884921965
32333,446,302,4,879787730
32334,177,135,5,880130712
32336,93,283,4,888705146
32339,100,349,3,891375629
32340,286,82,3,889651605
32343,20,174,4,879669087
32344,347,181,5,881652377
32346,59,410,3,888203270
32349,553,604,5,879949107
32351,557,508,4,880485956
32353,354,88,2,891307206
32354,457,549,4,882398178
32355,380,956,4,885478271
32357,272,205,5,879454726
32358,568,606,5,877907720
32363,405,1470,2,885549045
32365,449,410,3,879959134
32368,399,117,2,882347620
32369,568,835,4,877907157
32370,478,218,3,889396731
32371,574,315,3,891278860
32372,199,100,3,883782807
32373,569,283,4,879793847
32375,193,23,4,889126609
32376,577,996,3,880475094
32377,529,323,4,882535091
32379,290,176,4,880473971
32384,24,289,3,875245985
32385,12,591,5,879959212
32388,502,358,4,883702518
32390,91,127,5,891439018
32391,536,21,3,882320267
32392,193,403,3,889125945
32395,492,186,3,879969539
32396,214,171,4,891544323
32397,556,479,5,882136162
32398,73,179,5,888626041
32400,280,409,3,891702441
32401,271,546,2,885848102
32405,118,641,5,875385386
32407,436,1468,5,887770668
32409,405,1478,1,885546636
32414,157,286,5,874813268
32416,560,756,2,879977032
32420,378,686,4,880056350
32422,164,515,4,889401906
32423,402,286,5,876266650
32424,467,298,4,879532385
32429,576,435,4,886986400
32431,585,1488,4,891283921
32433,119,412,4,874775136
32434,91,210,5,891439208
32440,464,301,4,878354829
32441,288,190,1,886374286
32443,47,683,3,879439143
32444,587,748,1,892871438
32446,378,729,4,880046069
32447,562,462,5,879196074
32448,59,610,4,888205615
32449,559,73,4,891035812
32452,536,511,5,882359603
32455,489,873,3,891447008
32462,405,184,1,885547952
32465,560,864,3,879976970
32466,399,1244,3,882341607
32469,508,216,5,883768886
32471,494,322,2,879540819
32474,57,284,3,883697158
32476,519,263,5,883250102
32477,522,523,5,876961133
32478,464,294,4,878354721
32481,28,609,3,881956220
32482,495,742,5,888632888
32484,250,258,4,878088969
32487,506,82,5,874873745
32488,546,288,4,885141260
32489,234,432,4,892079722
32490,354,258,4,891180399
32491,138,12,5,879024232
32496,283,21,3,879297867
32497,369,890,3,889428268
32498,550,323,5,883425465
32499,536,582,2,882360100
32502,357,476,3,878951616
32503,402,515,5,876266860
32509,478,145,1,889398599
32510,232,269,3,891565001
32514,518,7,3,876823197
32516,378,99,4,880045791
32518,399,754,3,882340242
32519,206,749,2,888179980
32521,402,10,2,876266985
32522,211,230,3,879460294
32523,207,462,3,877845656
32525,294,237,4,889242035
32527,342,125,2,875318585
32528,536,31,3,882360685
32529,392,515,5,891038110
32530,445,235,1,891200272
32531,489,689,5,891447913
32532,102,1240,2,883748450
32539,577,204,4,880474338
32540,517,111,3,892659922
32541,473,25,4,878157427
32543,264,645,4,886123358
32545,318,70,5,884496368
32547,428,312,4,885944005
32548,405,1193,1,885549506
32549,549,50,5,881672199
32550,269,191,5,891457067
32552,357,220,5,878951954
32555,347,371,1,881654715
32556,536,387,3,882363919
32558,215,1063,5,891436543
32564,520,274,3,885170516
32565,331,234,4,877196633
32566,38,1036,4,892433704
32567,345,226,3,884993418
32568,523,727,4,883703167
32572,460,713,4,882912469
32573,325,82,3,891479263
32574,126,340,5,887854982
32576,518,100,4,876822967
32577,283,294,4,879297013
32579,189,207,5,893266161
32580,30,892,4,884310496
32581,278,313,5,891294932
32582,479,879,4,879459657
32584,462,271,1,886365928
32585,373,226,3,877107024
32586,440,921,5,891578264
32589,194,76,2,879549503
32591,560,260,1,879977973
32597,226,109,4,883889063
32598,401,1,2,891032170
32600,401,276,4,891032433
32601,15,248,1,879455871
32602,565,212,5,891037453
32604,560,423,4,879975586
32608,227,14,4,879035463
32609,332,252,5,888098524
32610,556,48,5,882136252
32611,439,1048,4,882893602
32615,399,282,3,882340775
32618,289,125,2,876789373
32619,6,485,5,883602664
32622,141,831,2,884585470
32623,526,147,4,885682503
32625,6,137,5,883599327
32627,569,25,4,879793785
32631,445,908,1,891199331
32632,405,1560,1,885549635
32633,41,188,4,890687571
32635,251,147,3,886272319
32637,399,77,2,882349094
32643,178,423,4,882826556
32644,371,393,2,880435397
32645,508,101,5,883777430
32651,538,98,5,877107012
32653,18,283,5,880130551
32654,529,292,4,882535180
32655,314,866,4,877892461
32660,564,827,3,888731038
32661,507,827,5,889966088
32662,312,625,3,891699538
32663,587,327,3,892871252
32664,229,269,4,891633029
32665,283,409,4,879297442
32667,235,496,4,889655662
32668,132,484,4,891278807
32669,197,228,4,891409894
32671,59,975,4,888203610
32672,3,339,3,889237141
32673,137,680,5,881432735
32675,466,385,4,890284819
32680,282,300,3,879949438
32682,485,245,3,891041782
32684,88,319,3,891037708
32686,280,389,5,891701913
32688,372,333,5,876869109
32691,194,13,4,879539410
32692,294,121,5,877819714
32694,506,182,5,888848342
32695,479,1,5,879459939
32702,582,948,1,882960718
32705,540,741,3,882157797
32706,362,322,3,885019651
32707,530,50,4,883781669
32708,480,642,4,891208822
32709,57,181,5,883697352
32710,476,209,4,883364218
32712,345,464,3,884992084
32715,219,879,4,892039556
32716,253,220,4,891628060
32717,234,1461,2,892078297
32719,380,506,3,885481179
32721,196,287,3,881251884
32724,178,56,4,882825767
32727,39,270,4,891400609
32728,536,183,3,882359455
32729,399,941,3,882347577
32734,498,628,4,881961627
32735,77,246,5,884732808
32739,507,300,5,889964239
32740,177,217,3,880131230
32743,206,683,1,888179980
32744,552,1277,3,879222763
32745,553,646,4,879949251
32747,302,680,2,879437035
32749,180,201,2,877127189
32750,480,165,5,891208390
32753,405,1206,1,885546530
32754,542,1059,4,886533193
32756,405,802,1,885548049
32757,141,926,4,884585300
32758,509,300,3,883590800
32760,420,475,4,891357162
32761,269,410,4,891446662
32764,584,258,4,885774483
32766,194,549,3,879527263
32767,187,168,5,879465273
32770,12,708,3,879959394
32771,359,121,4,886453373
32772,342,547,5,875318347
32773,591,787,3,891031500
32775,547,354,4,891282640
32776,438,255,4,879868242
32777,116,1214,3,876453422
32779,460,676,4,882912285
32781,137,210,5,881433654
32782,494,174,5,879541112
32783,69,98,5,882145375
32787,53,1087,4,879443329
32792,585,1347,2,891285658
32798,579,845,4,880952549
32799,410,754,3,888626710
32800,271,509,4,885848559
32804,178,9,2,882823758
32807,378,181,4,880045167
32808,415,269,4,879439108
32809,539,50,3,879788136
32810,386,24,4,877655028
32812,194,467,5,879521253
32817,587,881,2,892871641
32820,314,379,3,877890463
32821,465,191,4,883530133
32822,465,199,3,883531026
32826,434,237,5,886724754
32827,420,408,4,891356927
32829,197,265,5,891409893
32830,26,118,3,891385691
32833,255,564,1,883216600
32834,398,230,3,875908666
32837,228,750,3,889388440
32845,436,39,3,887769887
32848,31,319,4,881547788
32850,248,176,5,884534808
32853,22,636,3,878888106
32855,238,471,4,883576359
32856,20,820,2,879668626
32858,314,845,5,877886483
32859,398,796,3,875732862
32860,177,963,4,880130736
32863,552,14,4,879221649
32864,332,282,5,887916692
32865,314,196,3,877888212
32866,59,484,4,888204502
32867,479,358,1,879459732
32871,271,88,4,885849087
32874,246,981,1,884924765
32875,405,1471,1,885548670
32878,296,237,5,884196785
32879,475,316,5,891627927
32880,30,174,5,885941156
32881,405,939,5,885545200
32884,405,1063,5,885548785
32888,501,181,4,883347857
32889,164,717,3,889402265
32890,401,64,3,891032757
32891,234,307,2,891033427
32892,15,235,1,879456424
32893,157,340,5,886889616
32894,553,98,5,879948996
32900,430,628,3,877225832
32903,519,324,1,883248191
32904,473,137,4,878157357
32905,294,291,2,889242469
32906,591,1017,3,891039616
32908,507,689,5,889964844
32909,404,270,4,883790749
32910,71,181,3,877319414
32912,170,259,3,886623680
32913,581,50,4,879641698
32917,22,24,5,878888026
32918,349,471,3,879465535
32919,411,566,4,892845634
32923,392,289,5,891037769
32924,23,224,5,874784638
32925,587,875,1,892871462
32927,189,500,5,893266351
32929,459,328,3,879561574
32931,546,346,5,885139634
32932,208,517,3,883108398
32934,539,131,4,879788159
32935,459,230,4,879564941
32936,11,357,5,891904241
32938,405,537,1,885546445
32939,587,349,3,892871400
32940,399,735,3,882344512
32941,405,520,2,885546025
32944,498,1142,4,881955432
32946,457,132,5,882547619
32947,373,550,3,877105588
32949,228,137,1,889388662
32955,150,288,4,878746174
32958,161,257,3,891172174
32959,214,462,4,892668197
32960,440,1191,5,891550404
32961,574,321,1,891279285
32964,83,406,2,891182431
32965,552,717,3,879222368
32969,131,127,4,883681418
32970,104,294,3,888442404
32971,399,231,3,882350375
32972,18,973,3,880129595
32973,207,849,3,877822704
32974,397,878,1,875063722
32975,270,581,5,876955938
32976,244,401,3,880607424
32980,378,620,3,880056582
32983,560,13,3,879976602
32984,523,629,5,883702125
32985,177,173,4,880130667
32987,94,665,3,891723328
32988,528,310,3,888520371
32990,451,881,4,879012721
32991,575,322,3,878146541
32992,555,87,4,879975505
32995,69,307,2,882027204
32997,270,860,5,876956464
32998,553,307,4,879948235
33000,54,546,3,880937583
33003,516,310,4,891290565
33004,257,582,5,879547608
33007,422,1187,4,875130137
33008,580,825,4,884125339
33009,77,15,2,884732873
33012,264,1118,4,886123656
33013,271,285,4,885847876
33017,316,83,4,880853992
33025,88,313,3,891037201
33027,75,13,5,884050102
33029,401,1289,2,891032495
33033,412,154,3,879717071
33035,294,50,5,877819353
33036,495,214,5,888632219
33037,405,1553,1,885548632
33040,70,230,4,884064269
33044,550,993,4,883425426
33046,459,742,4,879562834
33047,11,727,3,891904335
33049,405,1517,1,885547735
33050,57,405,4,883697459
33053,316,678,1,880853310
33055,96,445,4,884403095
33057,338,135,5,879438570
33058,479,298,3,879459909
33060,84,685,3,883452274
33063,294,928,3,889242468
33064,255,665,3,883216748
33067,54,181,5,880931358
33070,8,273,3,879362287
33071,457,44,4,882548214
33072,460,591,2,882911603
33076,582,246,4,882961082
33077,403,288,4,879785822
33078,314,121,4,877886221
33079,373,96,4,877098262
33080,271,277,4,885847714
33084,154,874,3,879138368
33086,102,187,3,888801232
33090,481,648,5,885828165
33091,22,684,3,878887983
33092,370,433,3,879434860
33093,286,396,4,877534414
33094,405,199,1,885546025
33095,405,1559,1,885546577
33096,351,888,4,879481589
33097,246,401,1,884923750
33098,329,331,3,891656639
33100,439,300,4,882892424
33101,218,56,3,881288574
33102,449,558,4,880410599
33104,288,121,2,886893063
33105,399,806,3,882344096
33107,189,487,5,893265568
33108,178,87,4,885784558
33115,405,1032,1,885549044
33117,465,318,4,883531487
33118,52,111,4,882922357
33120,330,105,4,876545150
33123,48,209,5,879434954
33130,445,293,3,891199945
33135,178,200,3,882826983
33137,405,415,2,885549005
33138,186,56,3,879023460
33139,342,866,1,875318585
33140,23,151,3,874784668
33142,491,340,4,891189716
33143,189,7,3,893264300
33144,555,480,4,879975474
33145,197,373,1,891410124
33148,178,226,4,882826187
33149,579,83,5,880952360
33150,476,710,5,883364324
33155,479,739,1,879461932
33158,255,5,2,883216599
33159,411,655,4,891035639
33161,246,1044,1,884922869
33162,188,64,5,875071891
33163,449,753,5,880410700
33164,542,187,4,886533395
33168,378,969,4,880056195
33169,206,1431,1,888180018
33170,81,283,4,876533504
33171,15,181,5,879455710
33173,329,117,3,891655868
33174,36,288,4,882157227
33175,345,772,4,884993121
33179,33,260,4,891964306
33180,101,147,4,877136506
33181,411,161,2,891035761
33182,270,79,4,876955938
33184,323,144,4,878739988
33185,118,171,5,875384825
33186,549,252,3,881672538
33188,6,367,2,883602690
33189,154,174,5,879138657
33193,399,727,4,882344722
33195,25,116,4,885853335
33196,405,645,1,885546635
33202,430,124,5,877225726
33203,577,662,4,880474933
33207,405,461,3,885545639
33214,405,807,1,885546680
33218,28,286,3,881955018
33219,590,285,5,879438735
33220,405,82,4,885547952
33222,6,64,4,883600597
33225,530,178,5,883787080
33228,164,1016,3,889402091
33229,506,747,2,874874629
33230,233,275,5,885147637
33231,280,140,4,891701223
33233,396,405,3,884646314
33235,515,315,4,887658604
33236,574,258,5,891278916
33238,506,661,5,874874308
33239,397,457,1,875063722
33240,307,257,5,875645340
33241,421,164,4,892241687
33244,269,160,2,891448220
33246,585,582,3,891282894
33249,59,498,5,888204927
33250,361,770,3,879441352
33251,243,162,4,879988459
33255,38,418,5,892431026
33256,404,302,4,883790218
33258,542,475,3,886532359
33262,448,338,1,891888712
33263,290,141,4,880474740
33268,509,260,2,883591195
33271,24,237,4,875323002
33273,577,117,4,880471359
33274,579,528,4,880951708
33277,105,340,3,889214245
33279,405,779,1,885548137
33280,111,303,3,891680028
33283,539,483,5,879788101
33285,546,436,5,885141438
33286,405,1146,2,885546724
33288,190,245,4,891033487
33289,401,121,3,891032662
33292,97,175,5,884239616
33293,94,484,5,891720996
33296,227,748,1,879035387
33297,428,334,4,885943847
33300,373,553,4,877100267
33301,324,323,4,880575163
33302,414,272,5,884998953
33303,253,190,5,891628278
33304,271,161,2,885849470
33305,399,1074,4,882345842
33306,506,54,4,874876651
33307,508,181,3,883767047
33308,288,268,4,886372812
33309,405,403,5,885546445
33310,494,924,4,879541475
33314,269,318,4,891447791
33315,48,191,5,879434954
33316,480,265,3,891208390
33319,348,926,3,886523683
33323,271,529,4,885848475
33325,269,679,1,891449962
33328,194,159,3,879552401
33329,124,168,5,890287645
33330,364,319,3,875931309
33334,434,148,3,886724797
33337,76,547,2,882607017
33339,457,476,2,882392810
33341,156,83,3,888185677
33343,94,209,5,886008301
33344,440,243,1,891577504
33347,217,50,1,889069684
33348,98,25,5,880499111
33350,94,200,4,891721414
33352,76,1048,2,882607017
33355,354,1137,4,891219376
33361,540,742,4,882157584
33362,449,1367,4,879958976
33370,408,302,5,889679683
33371,511,880,5,890004778
33372,52,19,5,882922407
33373,465,180,3,883530015
33376,194,134,2,879521719
33378,270,559,5,876956442
33379,170,988,3,884706063
33380,451,687,2,879012510
33381,364,948,4,875931561
33382,282,343,4,881702939
33385,542,246,3,886532359
33386,396,282,4,884646052
33388,405,509,1,885546112
33390,583,83,4,879384338
33391,243,468,3,879988298
33393,206,1395,1,888180081
33394,569,126,5,879793909
33399,568,269,4,877906547
33401,234,417,3,892336119
33404,106,25,4,881451016
33405,91,429,4,891439324
33406,517,369,5,892660727
33409,214,135,3,891544175
33411,473,327,3,878156857
33412,523,166,4,883701018
33414,457,934,3,882396092
33415,479,692,3,879461700
33416,279,158,3,875313351
33418,318,191,5,884496069
33419,522,173,4,876961020
33420,26,748,1,891348192
33423,569,924,3,879793784
33424,94,506,5,891721642
33428,506,530,5,874874110
33431,459,866,5,879563312
33432,183,375,2,891467545
33433,540,150,3,882157036
33435,59,211,5,888206048
33436,576,181,4,887081041
33437,373,225,4,877106676
33438,118,564,1,875385335
33439,218,47,4,877488492
33442,124,174,3,890287317
33445,378,702,4,880056453
33447,167,521,5,892738307
33448,59,226,4,888206362
33452,119,879,5,875720232
33453,243,318,4,879988071
33455,596,678,3,883538965
33456,457,373,2,882551189
33457,11,728,3,891905366
33458,119,459,4,887038711
33459,294,682,3,889241486
33462,405,22,5,885545167
33463,457,38,3,882549651
33465,570,303,5,881262256
33466,401,493,4,891033370
33468,460,7,3,882912205
33469,83,196,5,880307996
33470,525,412,2,881086757
33471,59,747,4,888205410
33475,445,23,3,890987465
33476,599,682,4,880951079
33478,234,477,1,892335108
33479,80,260,1,883605215
33480,115,174,5,881171137
33483,156,772,3,888185947
33486,568,194,3,877907671
33487,233,143,4,877663383
33489,587,879,1,892871536
33490,115,673,3,881171558
33493,466,324,1,890283690
33498,105,327,4,889214406
33499,478,518,4,889395638
33500,432,181,5,889416118
33501,448,304,3,891888137
33503,119,301,4,886176779
33506,358,666,3,891269992
33511,56,408,4,892683248
33512,451,688,1,879012811
33513,244,716,3,880607641
33514,445,221,1,891200203
33515,495,504,4,888632546
33516,401,147,2,891032662
33519,550,300,4,883425652
33521,357,274,4,878951784
33522,465,194,4,883531072
33523,234,188,2,892079288
33524,365,222,4,891303950
33526,18,805,4,880131358
33528,234,692,3,892335990
33529,525,332,4,881085178
33530,302,988,2,879436875
33532,536,570,3,882361162
33534,507,271,5,889964312
33536,196,116,3,881251753
33538,214,92,4,892668249
33539,114,646,4,881260473
33540,197,679,1,891409935
33541,577,684,4,880474394
33542,378,450,3,880334476
33546,434,9,1,886724563
33550,81,42,4,876534704
33551,576,70,5,886986361
33552,318,284,3,884470775
33553,19,211,4,885412840
33554,432,508,5,889415853
33557,423,689,4,891395020
33559,546,458,1,885140689
33561,279,204,3,878082751
33564,471,102,5,889828081
33566,553,496,3,879948460
33569,18,709,5,880131028
33570,361,213,5,879440605
33572,525,1011,3,881086274
33573,37,118,2,880915633
33576,433,95,3,880585802
33578,136,237,4,882693597
33580,479,216,3,879461399
33582,495,650,5,888634956
33583,138,662,4,879024128
33584,193,742,4,889126673
33585,159,126,5,880557038
33587,243,461,3,879988132
33589,148,496,3,877015066
33592,350,210,4,882345918
33593,107,323,1,891264566
33594,177,64,4,880130736
33598,361,204,4,879440516
33599,94,549,5,891721528
33600,97,191,5,884239472
33602,246,288,5,884922235
33603,589,313,5,883352434
33606,195,93,3,891762536
33609,373,393,4,877104284
33612,370,210,3,879434745
33613,329,194,3,891656429
33615,489,539,4,891448834
33618,405,1404,1,885547360
33619,401,14,3,891032271
33620,270,1009,5,876954522
33621,495,389,5,888637643
33624,558,124,4,879435855
33626,182,479,5,876436556
33629,523,575,4,883702800
33630,594,237,3,874784095
33631,348,756,4,886523735
33635,207,127,5,875506634
33636,449,459,4,879958803
33638,505,88,4,889334334
33639,256,203,4,882164867
33646,59,436,5,888206094
33647,347,544,4,881652862
33652,568,923,3,877906995
33654,401,655,3,891033417
33655,498,144,1,881958471
33658,257,475,5,879029716
33660,538,692,3,877107765
33662,52,1011,4,882922588
33663,577,95,5,880474747
33664,597,328,4,875339132
33670,373,734,3,877111313
33672,278,752,5,891295164
33673,577,188,3,880474715
33674,54,288,4,880928957
33678,56,820,3,892683303
33680,531,457,1,887049341
33681,283,208,5,879298239
33682,6,174,4,883600985
33684,578,294,3,888957453
33686,271,276,3,885847800
33687,59,529,4,888205145
33695,506,581,2,874874850
33697,420,116,4,891357162
33699,554,98,5,876550491
33700,180,367,1,877127486
33701,536,679,4,882360495
33703,83,274,4,880306810
33704,589,268,1,883352463
33705,152,549,4,882476261
33707,390,1,5,879694066
33709,534,240,5,877807873
33710,498,1131,3,881955866
33711,173,306,5,877556626
33714,96,182,4,884402791
33716,368,774,4,889783562
33717,378,319,3,884530934
33718,48,98,5,879434954
33720,467,455,3,879532744
33721,91,50,5,891439386
33725,162,208,3,877636746
33728,63,546,2,875747789
33730,5,172,5,875636130
33732,602,678,4,888638193
33734,499,202,4,885598961
33736,528,479,4,886101505
33738,405,5,4,885545070
33743,575,506,2,878148087
33744,237,197,4,879376515
33745,237,489,4,879376381
33748,347,471,4,881652518
33751,480,8,5,891208576
33752,380,7,3,885478334
33753,314,562,4,877890960
33755,552,829,3,879222738
33756,378,727,4,880055454
33758,38,590,1,892434373
33761,483,365,2,878953277
33762,70,231,3,884064862
33764,232,186,4,888549790
33766,175,12,4,877108146
33767,167,8,5,892738237
33773,600,92,3,888451665
33774,590,221,4,879439645
33776,169,243,3,891268851
33777,162,1,4,877635819
33778,18,236,3,880131077
33779,256,405,4,882151088
33781,189,124,5,893264048
33782,261,243,5,890454351
33783,353,340,4,891401942
33784,470,288,4,879178216
33786,538,69,5,877107340
33789,342,818,4,875318488
33790,405,1484,1,885547690
33792,457,673,4,882397829
33794,383,480,5,891193242
33797,577,15,3,880470350
33798,288,289,3,886372937
33802,22,229,2,878887925
33803,223,864,3,891550094
33804,432,1049,2,889415983
33808,76,1006,3,875027907
33809,294,546,4,877819761
33810,8,241,4,879362423
33814,605,127,5,879366240
33816,603,21,3,891956715
33817,76,60,4,875028007
33818,59,79,5,888204260
33821,125,176,5,879454448
33823,15,879,3,879455311
33827,152,117,4,880148782
33828,253,96,5,891628651
33829,264,1070,4,886123415
33830,214,174,4,892668249
33831,579,179,3,880952038
33833,47,327,4,879440360
33834,523,211,4,883702292
33835,518,1028,3,876824266
33838,164,291,5,889401963
33839,370,174,3,879434587
33841,400,286,4,885676230
33843,495,201,2,888633594
33848,603,230,4,891955922
33851,577,186,4,880472153
33852,576,381,3,886986445
33853,525,1012,3,881086078
33854,286,339,5,884583549
33855,40,270,3,889041477
